geom,oid,longitude,latitude,providers,species,datasets,date_min,date_max,num_records,num_animals,num_species,csquare,geom_wkt
0103000020E6100000010000000500000000000000008065C000000000000032C000000000008065C000000000000033C00000000000A065C000000000000033C00000000000A065C000000000000032C000000000008065C000000000000032C0,5823086,-172,-18,Wildlife Conservation Society,Megaptera novaeangliae,885,8/1/1913,8/1/1913,2,2,1,5117:382,"POLYGON((-172 -18,-172 -19,-173 -19,-173 -18,-172 -18))"
0103000020E6100000010000000500000000000000008065C000000000000031C000000000008065C000000000000032C00000000000A065C000000000000032C00000000000A065C000000000000031C000000000008065C000000000000031C0,5823075,-172,-17,Wildlife Conservation Society,Megaptera novaeangliae,885,8/1/1913,11/1/1913,6,6,1,5117:372,"POLYGON((-172 -17,-172 -18,-173 -18,-173 -17,-172 -17))"
0103000020E6100000010000000500000000000000008065C000000000000030C000000000008065C000000000000031C00000000000A065C000000000000031C00000000000A065C000000000000030C000000000008065C000000000000030C0,5823065,-172,-17,Wildlife Conservation Society,Megaptera novaeangliae,885,8/1/1913,8/1/1913,2,2,1,5117:362,"POLYGON((-172 -16,-172 -17,-173 -17,-173 -16,-172 -16))"
0103000020E6100000010000000500000000000000008065C000000000008049400000000000A065C000000000008049400000000000A065C00000000000004A4000000000008065C00000000000004A4000000000008065C00000000000804940,15496543,-172,51,IWC Pacific Ocean Whale and Ecosystem Research cruises via Happywhale.com,Megaptera novaeangliae,1765,7/15/2010,7/15/2010,2,2,1,7517:112,"POLYGON((-172 51,-173 51,-173 52,-172 52,-172 51))"
0103000020E6100000010000000500000000000000008065C000000000000050400000000000A065C000000000000050400000000000A065C0000000000040504000000000008065C0000000000040504000000000008065C00000000000005040,15496570,-173,65,Helen Ahern via Happywhale.com,Megaptera novaeangliae,1765,8/19/2017,8/19/2017,5,5,1,7617:142,"POLYGON((-172 64,-173 64,-173 65,-172 65,-172 64))"
0103000020E6100000010000000500000000000000006065C000000000000038C000000000006065C000000000000039C000000000008065C000000000000039C000000000008065C000000000000038C000000000006065C000000000000038C0,5823702,-171,-24,Wildlife Conservation Society,Megaptera novaeangliae,885,8/1/1913,11/1/1913,5,5,1,5217:141,"POLYGON((-171 -24,-171 -25,-172 -25,-172 -24,-171 -24))"
0103000020E6100000010000000500000000000000006065C000000000000037C000000000006065C000000000000038C000000000008065C000000000000038C000000000008065C000000000000037C000000000006065C000000000000037C0,5823672,-171,-23,Wildlife Conservation Society,Megaptera novaeangliae,885,8/1/1913,9/1/1913,6,6,1,5217:131,"POLYGON((-171 -23,-171 -24,-172 -24,-172 -23,-171 -23))"
0103000020E6100000010000000500000000000000006065C000000000000036C000000000006065C000000000000037C000000000008065C000000000000037C000000000008065C000000000000036C000000000006065C000000000000036C0,5823646,-171,-22,Wildlife Conservation Society,Megaptera novaeangliae,885,8/1/1913,9/1/1913,7,7,1,5217:121,"POLYGON((-171 -22,-171 -23,-172 -23,-172 -22,-171 -22))"
0103000020E6100000010000000500000000000000006065C000000000000035C000000000006065C000000000000036C000000000008065C000000000000036C000000000008065C000000000000035C000000000006065C000000000000035C0,5823626,-171,-21,Wildlife Conservation Society,Megaptera novaeangliae,885,8/1/1913,9/1/1913,6,6,1,5217:111,"POLYGON((-171 -21,-171 -22,-172 -22,-172 -21,-171 -21))"
0103000020E6100000010000000500000000000000006065C000000000000034C000000000006065C000000000000035C000000000008065C000000000000035C000000000008065C000000000000034C000000000006065C000000000000034C0,5823613,-171,-20,Wildlife Conservation Society,Megaptera novaeangliae,885,8/1/1913,9/1/1913,4,4,1,5217:101,"POLYGON((-171 -20,-171 -21,-172 -21,-172 -20,-171 -20))"
0103000020E6100000010000000500000000000000006065C000000000000033C000000000006065C000000000000034C000000000008065C000000000000034C000000000008065C000000000000033C000000000006065C000000000000033C0,5823096,-171,-19,Wildlife Conservation Society,Megaptera novaeangliae,885,8/1/1913,9/1/1913,5,5,1,5117:391,"POLYGON((-171 -19,-171 -20,-172 -20,-172 -19,-171 -19))"
0103000020E6100000010000000500000000000000006065C000000000000032C000000000006065C000000000000033C000000000008065C000000000000033C000000000008065C000000000000032C000000000006065C000000000000032C0,5823085,-171,-18,Wildlife Conservation Society,Megaptera novaeangliae,885,8/1/1913,9/1/1913,2,2,1,5117:381,"POLYGON((-171 -18,-171 -19,-172 -19,-172 -18,-171 -18))"
0103000020E6100000010000000500000000000000006065C000000000000030C000000000006065C000000000000031C000000000008065C000000000000031C000000000008065C000000000000030C000000000006065C000000000000030C0,5823062,-172,-17,Wildlife Conservation Society,Megaptera novaeangliae,885,9/1/1913,9/1/1913,1,1,1,5117:361,"POLYGON((-171 -16,-171 -17,-172 -17,-172 -16,-171 -16))"
0103000020E6100000010000000500000000000000006065C0000000000080494000000000008065C0000000000080494000000000008065C00000000000004A4000000000006065C00000000000004A4000000000006065C00000000000804940,15496542,-172,51,IWC Pacific Ocean Whale and Ecosystem Research cruises via Happywhale.com,Megaptera novaeangliae,1765,7/15/2010,7/15/2010,1,1,1,7517:111,"POLYGON((-171 51,-172 51,-172 52,-171 52,-171 51))"
0103000020E6100000010000000500000000000000006065C00000000000804D4000000000008065C00000000000804D4000000000008065C00000000000004E4000000000006065C00000000000004E4000000000006065C00000000000804D40,182200,-171,59,National Marine Mammal Laboratory,Megaptera novaeangliae,821,6/27/2004,6/27/2004,1,1,1,7517:391,"POLYGON((-171 59,-172 59,-172 60,-171 60,-171 59))"
0103000020E6100000010000000500000000000000004065C000000000000038C000000000004065C000000000000039C000000000006065C000000000000039C000000000006065C000000000000038C000000000004065C000000000000038C0,5823694,-171,-24,Wildlife Conservation Society,Megaptera novaeangliae,885,9/1/1913,9/1/1913,2,2,1,5217:140,"POLYGON((-170 -24,-170 -25,-171 -25,-171 -24,-170 -24))"
0103000020E6100000010000000500000000000000004065C000000000000037C000000000004065C000000000000038C000000000006065C000000000000038C000000000006065C000000000000037C000000000004065C000000000000037C0,5823667,-171,-23,Wildlife Conservation Society,Megaptera novaeangliae,885,8/1/1913,11/1/1913,4,4,1,5217:130,"POLYGON((-170 -23,-170 -24,-171 -24,-171 -23,-170 -23))"
0103000020E6100000010000000500000000000000004065C000000000000036C000000000004065C000000000000037C000000000006065C000000000000037C000000000006065C000000000000036C000000000004065C000000000000036C0,5823641,-170,-22,Wildlife Conservation Society,Megaptera novaeangliae,885,8/1/1913,9/1/1913,7,7,1,5217:120,"POLYGON((-170 -22,-170 -23,-171 -23,-171 -22,-170 -22))"
0103000020E6100000010000000500000000000000004065C000000000000035C000000000004065C000000000000036C000000000006065C000000000000036C000000000006065C000000000000035C000000000004065C000000000000035C0,5823624,-170,-22,Wildlife Conservation Society,Megaptera novaeangliae,885,9/1/1913,9/1/1913,3,3,1,5217:110,"POLYGON((-170 -21,-170 -22,-171 -22,-171 -21,-170 -21))"
0103000020E6100000010000000500000000000000004065C000000000000034C000000000004065C000000000000035C000000000006065C000000000000035C000000000006065C000000000000034C000000000004065C000000000000034C0,5823610,-170,-20,Wildlife Conservation Society,Megaptera novaeangliae,885,8/1/1913,9/1/1913,4,4,1,5217:100,"POLYGON((-170 -20,-170 -21,-171 -21,-171 -20,-170 -20))"
